Datetime,Nifty50,EMA Signal,Candle Color,Candle vs EMA7,MACD State,Market Condition,Buy,Sell,Profit/Loss
2025-05-24 23:08:35,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:39,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:43,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:46,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:50,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:53,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:08:57,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-24 23:09:01,24845.15,Golden Cross (Bullish),Green (Bullish),Above EMA7,Negative,Sideways (−10 to +10),,,
2025-05-27 01:41:16,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:41:47,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:50:33,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:51:33,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:51:36,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:51:39,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:14,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:17,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:20,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:22,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:25,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:28,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:30,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:33,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:35,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:38,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:40,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:43,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:46,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:48,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:51,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:54,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:56,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:53:59,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
2025-05-27 01:54:02,24996.35,Golden Cross (Bullish),24999.70,Green (Bullish),25003.64,25003.85,Above EMA7,Negative,-0.464572,Sideways (−10 to +10),HOLD / AVOID,
